StatisticalSector,NIS9,PostCode,Municipality,NIS5,Arrondissement,NIS2,NUTS3,Province,NIS1_5,NUTS2,Region,NIS1,NUTS1
PALINGSPOT,24001A184,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
BLOEMSE HOEVE,24001A191,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
AARSCHOT CENTRUM-NOORD,24001A201,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
TUINWIJK,24001A212,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
AARSCHOT HERSELTSESTWG.,24001A223,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
NONNENLANDEN,24001A231,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
STAAILANDEN,24001A242,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
KONIJNTJESBERG,24001A312,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
AARSCHOT LEUVENSESTWG.,24001A323,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
LANGDORP - CENTRUM,24001B001,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
DORENBERG,24001B012,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
DORENBERG,24001B012,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
KLEINE LAAK,24001B082,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
BOSBERG - DEMERBROEK,24001B091,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
WOLSDONK-KERN,24001B10-,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
WOLFSDONK-VERSPREIDE BEWONING,24001B19-,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
GIJMEL - KERN,24001B20-,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
GIJMEL - KERN,24001B20-,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
VENNEHOF,24001B212,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
FATIMA,24001B223,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
GIJMEL-VERSPREIDE BEWONING,24001B291,3201,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
RILLAAR-CENTRUM,24001C001,3202,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
RILLAAR STAATSBAAN,24001C011,3202,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
SCHOONDERBUKENWEG,24001C022,3202,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
HEIKEN,24001C032,3202,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
MOLENDREEF,24001C043,3202,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
MONTENAKEN,24001C052,3202,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
RILLAAR-VERSPREIDE BEWONING,24001C091,3202,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
GELRODE-KERN,24001D001,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
IJZERENBERG,24001D012,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
GELRODE VERSPR. BEWONING-NOORD,24001D08-,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
GELRODE VERSPR. BEWONING-ZUID,24001D09-,3200,Aarschot,24001,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
BEGIJNENDIJK-CENTRUM,24007A00-,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
HONDERD BUNDERS,24007A011,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
SLEUTELJE - PLANKENBRUG,24007A022,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
VIJVERWIJK,24007A032,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
BEGIJNENDIJK SPOORWEG,24007A083,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
BEGIJNENDIJK-VERSPR. BEWONING,24007A091,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
BETEKOM-KERN,24007B00-,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
STEIJBERGBOSSEN,24007B022,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
BETEKOM-VERSPR. BEWONING-ZUID,24007B091,3130,Begijnendijk,24007,Leuven,24,BE242,Vlaams-Brabant,23,BE24,Vlaanderen,2,BE2
